"Borough, Block, Lot #",Street Address,Postcode,Borough,Utility,Building Manager,Owner,Owner Address,Owner Telephone,DEP Boiler Application #,#6 Deadline,Boiler Model,# of Identical Boilers,Boiler Capacity (Gross  BTU),Boiler Installation Date,Boiler Age Range,Est. Retirement Year,Burner Model,Primary Fuel,Total Gallons (High),Total Gallons (Low),Total MMBTU (High),Total MMBTU (low),Greener Greater Buildings,GGB Deadline,Building Type,Council District,Community Board,Bldg Sqft,# of Bldgs,# of Floors,# of Res. Units,Total Units,Year Built,Condo?,Coop?,Latitude,Longitude,Census Tract,BIN,BBL,NTA
1021340022,780 RIVERSIDE DRIVE,10032,Manhattan,Con Edison,"ARRATHOON, TIGRAN",780 RIVERSIDE LLC.,"880 3 AVENUE 4TH FLOOR, NEW YORK NY 10022",718-261-2200,CB041811Z,0,KEWANEE 417,2,5.6,1968,41 - 45 years old,2010,PETRO WD 5AH,#4,43800,30660,4599,6570,1,2014,Elevator Apartments,7,M 12,"* 111,260",1,10,71,71,1914,,,40.834252,-73.948035,241,1063247,1021340022,Washington Heights South
1021340030,788 RIVERSIDE DRIVE,10032,Manhattan,Con Edison,"MARDAVE MGMT, INC.",MARDAVE MGMT. INC,"16 BROAD STREET 2ND FLR., RED BANK NJ 07701",732 224-0770,CB130408M,0,FEDERAL FST - 175 (NEW),1,5.8,2008,Fewer than 5 years old,2043,ICI DEG 84P (NEW),#4,50370,35259,5288.85,7555.5,1,2014,Elevator Apartments,7,M 12,"* 80,678",1,10,74,74,1930,,,40.834376,-73.947854,241,1063248,1021340030,Washington Heights South
1021340071,790 RIVERSIDE DRIVE,10032,Manhattan,Con Edison,790 RIVERSIDE DR.OWNERS INC.,790 RIVERSIDE DRIVE,"1740 BROADWAY 2nd fl., MANHATTAN NY 10019",,CA028279H,0,ROCKMILLS MP-400,1,16.5,1979,31 to 35 years old,2014,ICI DE-175-P,#4,175200,122640,18375,26250,1,2014,Elevator Apartments,7,M 12,"* 326,008",1,12,202,202,1930,,Yes,40.834787,-73.946852,241,1063252,1021340071,Washington Heights South
1021340085,602 WEST 157 STREET,10032,Manhattan,Con Edison,"KAPELONIS,GUS/157 ST. ASSOC.","KAPELONIS,KONSTANTINOS","P.O.BOX 5194, ASTORIA NY 11105",718-204-0025,CA168482H,2013,FEDERAL FST-100,1,7,1982,26 to 30 years old,2017,I.C.I. MEG-42P,#6,42924,30047,4507.02,6438.6,0,,Elevator Apartments,7,M 12,"* 47,880",1,6,39,39,1910,,,40.834377,-73.94562,241,1063254,1021340085,Washington Heights South
1021340100,605 WEST 156 STREET,10032,Manhattan,Con Edison,CHAP PROPERTIES,605 WEST 156 STREET LLC.,"P.O. BOX 1920, NEW YORK NY 10116",212 564-2111,CA111986Y,0,FEDERAL FST-80,1,3.08,1986,21 to 26 years old,2021,I.C.I. MMG34P,#4,21681,15177,2200.6215,3143.75,0,,Elevator Apartments,7,M 12,"* 44,154",1,6,44,44,1930,,,40.83365,-73.945831,241,1063257,1021340100,Washington Heights South
1021340110,625 WEST 156 STREET,10032,Manhattan,Con Edison,SHOMER MGMT CORP,625 WEST 156 STREET LLC.,"P.O. BOX 1920, NEW YORK NY 10116",212 564 2111 X3021,CA175483P,0,FEDERAL FST-70,1,2.9,1983,26 to 30 years old,2018,INDUSTRIAL COMBUSTION MMG-34-P,#4,27740,19418,2815.61,4022.3,0,,Elevator Apartments,7,M 12,"* 41,016",1,8,32,32,1910,,,40.833782,-73.946149,241,1063259,1021340110,Washington Heights South
1021340199,765 RIVERSIDE DRIVE,10032,Manhattan,Con Edison,765 REALTY CORP,765 RIVERSIDE LLC,"303 BEVERLY ROAD, BROOKLYN NY 11218",718 851 1940,CA200889R,2014,FEDERAL FST 150,1,6.28,1989,21 to 26 years old,2024,ICI DEG63P,#6,49056,34339,5250,7500,1,2014,Elevator Apartments,7,M 12,"* 127,000",1,6,100,100,1932,,,40.834192,-73.948526,241,1063276,1021340199,Washington Heights South
1021340200,775 RIVERSIDE DRIVE,10032,Manhattan,Con Edison,RIVERSIDE DRIVE REALTY,775 REALTY CO. LLC.,"P.O.B. 1920, MANHATTAN NY 10116",XXX,CA267988Z,0,ROCKMILLS 150 SL,1,6.3,1988,21 to 26 years old,2023,HEVE DEG 63-P,#4,62415,43691,6553.575,9362.25,1,2014,Elevator Apartments,7,M 12,"* 72,429",1,6,67,67,1931,,,40.834623,-73.947662,241,1063277,1021347504,Washington Heights South
1021340250,15608 RIVERSIDE DRIVE,10032,Manhattan,Con Edison,NATIONAL MANAGEMENT,156-08 REALTY CO. LLC,"P.O.B. 1920, MANHATTAN NY 10116",////,CA267888L,0,ROCKMILLS MP-150 SL,1,6.3,1988,21 to 26 years old,2023,HEVE DE-63-S,#4,57488,40241,6036.1875,8623.13,1,2014,Elevator Apartments,7,M 12,"* 71,287",1,6,66,66,1920,,,40.83509,-73.94889,241,1063279,1021347504,Washington Heights South
1021347501,801 RIVERSIDE DRIVE,10032,Manhattan,Con Edison,801 REALTY CO. LLC,WINER REAL ESTATE CO,"P.O. BOX 1920, MANHATTAN N.Y. 10116",212 564-2111,CB170901M,2014,ROCKMILLS MP 125,1,5.25,2001,5 to 10 years old,2036,INDUSTRIAL COMB. DEG-54 P,#6,37668,26368,3955.14,5650.2,1,2014,Condominiums,7,M 12,"* 41,311",1,6,48,48,1920,Yes,,40.835014,-73.946451,241,1063274,1021347501,Washington Heights South
1021347502,779 RIVERSIDE DRIVE,10032,Manhattan,Con Edison,FANNY GRUNBERG & ASSOCIATES LLC,THE PENSON CORP.,"915 EAST 179TH STREET, MANHATTAN NY 10460",718 562-2000,CA076697R,0,FEDERAL FST-200,1,8.19,1997,11 to 15 years old,2032,HEVE (I.C.) DEG 84-P,#4,73912,51739,7760.8125,11086.88,1,2014,Condominiums,7,M 12,"* 111,028",1,6,163,165,1930,Yes,,40.834738,-73.947564,241,1063251,1021347502,Washington Heights South
1021347503,807 RIVERSIDE DRIVE,10032,Manhattan,Con Edison,"807 REALTY CO., LLC","807 REALTY CO., LLC","P.O. BOX 1920, MANHATTAN NY 10116",0,CA622186K,0,ROCKMILLS MP 100,1,4.2,1986,21 to 26 years old,2021,ICI DEG 42 P,#4,57600,40320,4060,5800,0,,Condominiums,7,M 12,"* 51,395",1,6,53,53,1900,,,40.835061,-73.946086,241,1063271,1021347503,Washington Heights South
1021350013,839 RIVERSIDE DRIVE,10032,Manhattan,Con Edison,RIVERSIDE REALTY LLC,Gold River Capital LLC,"175 Great Neck Road, Ste. 307, Att: d. Eshaghpour, GREAT NECK NY 11021",,CB233503L,0,ROCKMILLS MP-125 (EXISTIG BOILER),1,4.18,2003,5 to 10 years old,2038,(NEW) I.C.I MMG 54 P,#4,41062,28744,4167.8945,5954.14,1,2015,Elevator Apartments,7,M 12,"* 58,764",1,6,48,48,1921,,,40.836368,-73.946613,247,1063289,1021350013,Washington Heights South
1021350017,845 RIVERSIDE DRIVE,10032,Manhattan,Con Edison,RIVERSIDE REALTY ENTERPRI,Gold River Capital LLC%East Coast Mgmt. LLC,"175 Great Neck Road,Ste.307, Att:D. Eshaghpour , GREAT NECK NY 11021",,CA063587N,2013,ROCKMILLS MP 4-122,1,4.35,1987,21 to 26 years old,2022,ICI DEG 54 P,#6,60152,42106,6300,9000,1,2015,Elevator Apartments,7,M 12,"* 65,256",1,6,53,53,1920,,,40.836472,-73.946688,247,1063290,1021350017,Washington Heights South
1021350020,853 RIVERSIDE DRIVE,10032,Manhattan,Con Edison,RIVERSIDE REALTY ENTERPRISES LLC,Gold River Capital LLC,"175 Great Neck Road, Ste.307,Att: D. Eshaghpour, GREAT NECK NY 11021",516 504-4999,CA056786K,2013,ROCKMILLS MP4-133,1,4.8,1986,21 to 26 years old,2021,ICI-DEG-54P,#6,49932,34952,5250,7500,1,2015,Elevator Apartments,7,M 12,"* 70,344",1,6,54,54,1920,,,40.836615,-73.946779,247,1063291,1021350020,Washington Heights South
1021350060,667 WEST 158 STREET,10032,Manhattan,Con Edison,RIVER ARTS APARTMENTS.,RIVER ARTS APARTMENTS.INC.,"159-00 RIVERSIDE DRIVE, MANHATTAN NY 10032",,CA143397M,0,FEDERAL FST 250,2,10.36,1997,11 to 15 years old,2032,HEVE (I.C.)DEG-105 P,#4,106762,74734,11210.06,16014.38,1,2015,Elevator Apartments,6,M 12,"* 318,505",1,6,244,244,1941,,Yes,40.83608,-73.947715,247,1063300,1021350060,Washington Heights South
1021357501,827 RIVERSIDE DRIVE,10032,Manhattan,Con Edison,835 RIVERSIDE REALTY CO. LLC,835 RIVERSIDE REALTY CO.LLC,"P.O.BOX 1920, NEW YORK NY 10116",212 564-2111,CA241785N,0,FEDERAL FST-125,1,5.3,1985,21 to 26 years old,2020,I.C.I.MEG 54 P,#4,57488,40241,6036.24,8623.2,0,,Condominiums,7,M 12,"* 58,636",1,6,59,59,1920,,,40.835865,-73.945879,247,1063288,1021357501,Washington Heights South
1021360024,860 RIVERSIDE DRIVE,10032,Manhattan,Con Edison,860 RIVER LLC.,VERITAS PROP.MGMT.LLC.,"180 WEST 80 ST.,SUITE 218, NEW YORK NY 10024",212 799-2365,CA163195M,0,FEDERAL FST-150,1,6.27,1995,11 to 15 years old,2030,INDUSTRIAL COMB. DEG-63 (P),#4,49056,34339,5150.88,7358.4,1,2016,Elevator Apartments,7,M 12,"* 85,014",1,6,61,61,1915,,,40.83614,-73.946251,247,1063309,1021360024,Washington Heights South
1021360050,15 FORT WAHSINGTON AVENUE,,Manhattan,Con Edison,EMERGENCY INSTALLATION,EMERGENCY INSTALLATION,",",,CB091306H,0,FEDERAL FST-70,1,0,2006,Fewer than 5 years old,2041,ICI MMG-30,#4,0,0,0,0,0,,Elevator Apartments,7,M 12,"* 40,778",1,6,36,36,1912,,,,,,,,
1021360052,21 FORT WASHINGTON AVENUE,10032,Manhattan,Con Edison,JOHN DEER% PROTO REALTY,21 FT WASHINGTON AVE HDFC FINGER MGMT.,"503 SOUTH BROADWAY, YONKERS N.Y. 10705",914 207-1744,CB334600H,0,FEDERAL FST 50,1,2.1,2000,5 to 10 years old,2035,IND.COMB. MMG-22 P,#4,15878,11114,1611.5663,2302.24,0,,Elevator Apartments,7,M 12,"* 29,634",2,6,36,36,1920,,,40.835881,-73.944672,247,1063316,1021360052,Washington Heights South
1021360060,638 WEST 160 STREET,10032,Manhattan,Con Edison,"GIANOVKAKIS,GEORGE","GIANOVKAKIS,GEORGE","207 HURON STREET, BROOKLYN NY 11222",718-389-1074,CA210984Y,2014,ROCKMILLS MP80,1,3.4,1984,26 to 30 years old,2019,ICI DEG 42P,#6,29784,20849,3150,4500,0,,Elevator Apartments,7,M 12,"* 43,632",1,6,42,42,1920,,,40.836617,-73.945174,247,1063319,1021360060,Washington Heights South
1021360075,25 FORT WASHINGTON AVENUE,10032,Manhattan,Con Edison,BLASGOLD HOLDING CO.,HANA BLASER F.TIC,"141 HALSTED AVE, MOMPRONECK NY 10032",914 813-1958,CA244987P,2015,FEDERAL FST 100,1,4.2,1987,21 to 26 years old,2022,ICI ME 42 P,#6,73000,51100,7665,10950,0,,Elevator Apartments,7,M 12,"* 45,557",1,6,47,47,1920,,,40.835991,-73.94469,247,1063320,1021360075,Washington Heights South
1021360086,47 FORT WASHINGTON AVENUE,10032,Manhattan,Con Edison,47 FT WASHINGTON AVE.HDFC,47 FT WASHINGTON AVE.HDFC,"47 FT WASHINGTON AVENUE, MANHATTAN NY 10032",212 923-0225,CA130791H,0,FEDERAL FST-100,1,4.2,1991,16 to 20 years old,2026,ICI DE 42(P),#4,41062,28744,4167.8438,5954.06,1,2016,Elevator Apartments,7,M 12,"* 63,084",1,6,41,41,1914,,Yes,40.836732,-73.944444,247,1063322,1021360086,Washington Heights South
1021360098,655 WEST 160 STREET,10032,Manhattan,Con Edison,HEIGHT REALTY CO LLC.,HEIGHT REALTY CO LLC.,"P.O.BOX 191024, BROOKLYN NY 11219",212-299-1650,CA291092X,0,ROCKMILLS MP90,1,3.72,1992,16 to 20 years old,2027,I.C.I. MMG 42P,#4,32120,22484,3248,4640,1,2016,Elevator Apartments,7,M 12,"* 53,583",1,6,48,48,1920,,,40.836804,-73.945586,247,1063324,1021360098,Washington Heights South
1021360111,894 RIVERSIDE DRIVE,10032,Manhattan,Con Edison,894 RIVERSIDE LLC.,894 RIVERSIDE DRIVE NY LLC.,"P.O BOX 1920, NEW YORK NY 10116",212-564-2111,CA494485R,2013,ROCKMILLS MP 125,1,4.8,1985,21 to 26 years old,2020,HEV-E DEG 54 P,#6,49275,34493,5173.875,7391.25,1,2016,Elevator Apartments,7,M 12,"* 74,064",1,6,54,54,1915,,,40.837781,-73.946857,247,1063327,1021360111,Washington Heights South
1021360120,674 WEST 161 STREET,10032,Manhattan,Con Edison,116 WEST CORP.,BARUCH GREISMAN,"P.O.BOX 191024, BROOKLYN NY 11219",718-972-5010,CA132883Y,0,FEDERAL FST 100,1,4.2,1983,26 to 30 years old,2018,ICI MEG 42P,#4,22305,15614,2310,3300,1,2016,Elevator Apartments,7,M 12,"* 52,950",1,6,43,43,1920,,,40.837687,-73.945773,247,1063328,1021360120,Washington Heights South
1021360124,664 WEST 161 STREET,10032,Manhattan,Con Edison,H.D.F.C.,66W.161 ST H. D.F.C.,"664 WEST 161 STREET, MANHATTAN NY 10032",,CA141793P,0,FEDERAL FST-100,1,4.07,1993,16 to 20 years old,2028,ICI DEG 42 (P),#4,44968,31478,4567.5,6525,1,2016,Elevator Apartments,7,M 12,"* 52,950",1,6,42,42,1916,,Yes,40.837597,-73.94556,247,1063329,1021360124,Washington Heights South
1021360128,654 WEST 161 STREET,10032,Manhattan,Con Edison,"RIVERSIDE VENTURA,LLC",RIVERSIDE VENTURA LLC,"149-45 NORTHERN BLVD., FLUSHING NY 11354",718 463-0470,CB304901L,0,(EXISTING)ROCKMILLS-MP 125,1,5.25,2001,5 to 10 years old,2036,(NEW) ICI MMG 54,#4,41062,28744,4167.793,5953.99,1,2016,Elevator Apartments,7,M 12,"* 61,902",1,6,48,48,1915,,Yes,40.837506,-73.945343,247,1063330,1021360128,Washington Heights South
1021360140,75 FORT WASHINGTON AVENUE,10032,Manhattan,Con Edison,"RODINO, MARY","RODINO, MARY/FORT WASHINGTON LLC","545 WEST 162NDST. APT #6, MANHATTAN NY 10032",212-9232182,CA363484P,0,FEDERAL FST-125,1,5.3,1984,26 to 30 years old,2019,HEVEOIL MEG-54-P,#4,49275,34493,5173.875,7391.25,1,2016,Elevator Apartments,7,M 12,"* 71,418",1,6,52,52,1950,,,40.837497,-73.944143,247,1063331,1021360140,Washington Heights South
1021360145,65 FORT WASHINGTON AVENUE,10032,Manhattan,Con Edison,STELLAR MGMT. CO. INC.,STELLAR MGMT.CO.INC.,"156 WILLIAMS ST,10FL, MANHATTAN NY 10038",212-843-3764,CA175689K,2013,FEDERAL FST100,1,4.2,1989,21 to 26 years old,2024,ICI DEG 42P,#6,44713,31299,4694.87,6706.95,1,2016,Elevator Apartments,7,M 12,"* 60,072",1,6,41,41,1920,,Yes,40.837275,-73.94423,247,1063332,1021360145,Washington Heights South
1021360160,667 WEST 161 STREET,10032,Manhattan,Con Edison,161 HOLDING LTD,161 HOLDING LTD,"P.O.BOX 191024, BROOKLYN NY 11219",718-972-5010,CA099486Z,2014,FEDERAL FST-125,1,5.25,1986,21 to 26 years old,2021,I.C.I. MEG 54 P,#6,49275,34493,5173.88,7391.25,1,2016,Elevator Apartments,7,M 12,"* 63,108",1,6,47,47,1900,,,40.837586,-73.945488,247,1063334,1021360160,Washington Heights South
1021360167,900 RIVERSIDE DRIVE,10032,Manhattan,Con Edison,900 RIVERSIDE DR. LLC.,"LANGSAM PROPERTY SERVICES,CORP.","1601 BRONXDALE AVE, BRONX NY 10462",718-518-8000,CA194585J,2013,ROCKMILLS M P 175,1,6.4,1985,21 to 26 years old,2020,HEV-E DEG 84 S,#6,65700,45990,6898.5,9855,1,2016,Elevator Apartments,7,M 12,"* 93,184",1,6,71,73,1915,,,40.838127,-73.946517,247,1063335,1021360167,Washington Heights South
1021360167,900 RIVERSIDE DRIVE,10032,Manhattan,Con Edison,900 RIVERSIDE ASSOC. LLC % LANGSAM PROP.,900 RIVERSIDE ASSOC. LLC % LANGSAM PROP. SVCS.,"1601 BRONXDALE AVENUE, BRONX NY 10462",718 518-8000,CB041908J,2014,FEDERAL FST - 175 (NEW),1,5.8,2008,Fewer than 5 years old,2043,HEVE ICI DEG - 84P (NEW),#6,73912,51739,7760.76,11086.8,1,2016,Elevator Apartments,7,M 12,"* 93,184",1,6,71,73,1915,,,40.838127,-73.946517,247,1063335,1021360167,Washington Heights South
1021360170,910 RIVERSIDE DRIVE,10032,Manhattan,Con Edison,PROPERTY COMPANY #16,CAPITAL MGMT.,"20 OCEAN STREET, BROOKLYN NY 11223",0,CA301295M,0,ROCKMILLS MP-125,1,5.25,1995,11 to 15 years old,2030,INDUSTRIAL COMB. MEG-54 (P),#4,41063,28744,4167.9,5954.14,1,2016,Elevator Apartments,7,M 12,"* 74,730",1,6,65,65,1922,,,40.838377,-73.946123,247,1063336,1021360170,Washington Heights South
1021360175,666 WEST 162 STREET,10032,Manhattan,Con Edison,666 PROPERTIES LLC.,666 PROPERTIES LLC.,"507 W. 186th ST. SIUTE A-4, NEW YORK NY 10033",212-923-4840,CA192498M,0,FEDERAL FST-100,1,4.07,1998,11 to 15 years old,2033,HEVE (ICI) MEG 42 P,#4,41062,28744,4311.5625,6159.38,1,2016,Elevator Apartments,7,M 12,"* 53,034",1,6,49,49,1918,,,40.838192,-73.945014,247,1063337,1021360175,Washington Heights South
1021360180,656 WEST 162 STREET,10032,Manhattan,Con Edison,SUSAN M. EDELSTEIN,SUSAN M. EDELSTIEN,"1324 EAST 15TH STREET, BROOKLYN NY 11230",,CA135697Y,0,FEDERAL FST-100,1,4.06,1997,11 to 15 years old,2032,INDUSTRIAL COMB. MMG-42 P,#4,31755,22229,3223.1325,4604.48,1,2016,Elevator Apartments,7,M 12,"* 53,034",1,6,50,50,1920,,,40.838118,-73.944837,247,1063338,1021360180,Washington Heights South
1021360195,97 FORT WASHINGTON AVENUE,10032,Manhattan,Con Edison,F.W. REALTY LLC,REBECCA REALTY & M EDELSTEIN,"1412 AVENUE M,PMB 2336, BROOKLYN NY 11230",718 677-9300,CA152398Z,0,ROCKMILLS MP-100,1,4.06,1998,11 to 15 years old,2033,INDUSTRIAL COMB. MMG-42 P,#4,31755,22229,3223.1325,4604.48,1,2016,Elevator Apartments,7,M 12,"* 59,340",1,6,54,55,1920,,,40.838367,-73.943792,247,1063340,1021360195,Washington Heights South
1021360200,659 WEST 162 STREET,10032,Manhattan,Con Edison,659 W.162 ST.LP%M.LEVENSON CO.INC,RIVERSIDE VENTURA II LLC%VENTURA LAND CORP.,"149-45 NORTHERN BLVD., FLUSHING NY 11354",718 463-0470,CB055500X,2015,FEDERAL FST-125,1,4.82,2000,5 to 10 years old,2035,IND.COMB. MEG 54 P,#6,37668,26368,3955.14,5650.2,1,2016,Elevator Apartments,7,M 12,"* 59,274",1,6,53,53,1922,,,40.838121,-73.944797,247,1063341,1021360200,Washington Heights South
1021360220,664 WEST 163 STREET,10032,Manhattan,Con Edison,"SIMOKOWITZ, I.B.",EMPIRE MGMT,"347 FIFTH AVE, NEW YORK NY 10016",XXX,CA390286H,2014,FEDERAL FST-100,1,4.2,1986,21 to 26 years old,2021,ICI MEG-42-P,#6,32850,22995,3449.25,4927.5,1,2016,Elevator Apartments,7,M 12,"* 59,274",1,6,54,54,1923,,,40.838834,-73.944627,247,1063344,1021360220,Washington Heights South
1021360225,652 WEST 163 STREET,10032,Manhattan,Con Edison,EMPIRE MANAGEMENT AMERICA CORP.,EMPIRE MANAGEMENT AMERICA CORP.,"347 5 AVENUE, NEW YORK NY 10016",718 848-0500,CA389786X,2014,FEDERAL FST 100,1,4.2,1986,21 to 26 years old,2021,HEVEOIL MEG42 P,#6,32850,22995,3449.25,4927.5,1,2016,Elevator Apartments,7,M 12,"* 59,274",1,6,54,54,1923,,,40.838738,-73.944395,247,1063345,1021360225,Washington Heights South
1021367501,812 RIVERSIDE DRIVE,10032,Manhattan,Con Edison,812 RIVERSIDE REALTY CO. LLC,812 RIVERSIDE REALTY CO. LLC,"P.O.B. 1920, MANHATTAN NY 10116",212-564-2111,CA021095L,0,FEDERAL FST-80,1,3.3,1995,11 to 15 years old,2030,INDUSTRIAL COMB. DEG-42 Y(P),#4,35770,25039,3755.85,5365.5,1,2016,Condominiums,7,M 12,"* 50,684",1,6,41,41,1920,Yes,,40.835489,-73.945583,247,1063305,1021367501,Washington Heights South
1021370011,601 WEST 160 STREET,10032,Manhattan,Con Edison,601 WEST REALTY CO.,601 WEST REALTY CO.,"145 WEST 71ST STREET, NEW YORK NY 10023",212 362-4660,CB153703J,0,FEDERAK FST-175,1,5.85,2003,5 to 10 years old,2038,ICI MMG-84P (NEW),#4,49385,34569,5012.476,7160.68,1,2017,Elevator Apartments,10,M 12,"* 109,022",1,10,67,71,1913,,,40.83604,-73.943751,245,1063350,1021370011,Washington Heights South
1021370014,600 WEST 161 STREET,10032,Manhattan,Con Edison,SIMON MANAGEMENT,"BPI-OWNER LLC/VANTAGE MGMT.,LLC","750 LEXINGTON AVE 17TH, MANHATTAN NY 10022",,CA279195R,2014,FEDERAL FST-125,1,5.3,1995,11 to 15 years old,2030,I.C. MEG-54 (P),#6,57488,40241,6036.1875,8623.13,1,2017,Elevator Apartments,10,M 12,"* 105,000",1,10,60,70,1920,,,40.836665,-73.943331,245,1063351,1021370014,Washington Heights South
1021370026,600 WEST 162 STREET,10032,Manhattan,Con Edison,162 BROADWAY ASSOCIATES LLC.,162 BROADWAY ASSOC C/O SDG MGMT CORP,"888 SEVENTH AVENUE, 24TH FL., MANHATTAN NY 10019",212 755-5390,CA336886Y,0,BEST 5B-90,1,3.7,1986,21 to 26 years old,2021,INDUSTRIAL COMB. MMG-42P,#4,40880,28616,4149.32,5927.6,0,,Elevator Apartments,10,M 12,"* 46,680",1,6,38,44,1905,,,40.837299,-73.942897,245,1063354,1021370026,Washington Heights South
1021370029,604 WEST 162 STREET,10032,Manhattan,Con Edison,604 W.162 ST ASSOC%STELLAR MGMT.,STELLAR MGMT.,"156 WILLIAM STREET, NEW YORK N.Y. 10038",212 406-0030,CB135602H,0,FEDERAL FST-70,1,2.94,2002,5 to 10 years old,2037,ICI MMG-28 P,#4,22995,16097,2333.99,3334.28,0,,Elevator Apartments,10,M 12,"* 30,204",1,6,41,41,1910,,,40.837362,-73.943052,245,1063355,1021370029,Washington Heights South
1021370032,601 WEST 162 STREET,10032,Manhattan,Con Edison,SDG MGMT/601 W 162 ASSOC,601 W 162 ASSOC.%SDG MGMT. CORP.,"888 SEVENTH AVE 24TH FLOOR, MANHATTAN NY 10019",,CA162988H,0,ROCKMILLS MP-70,1,2.94,1988,21 to 26 years old,2023,ICI MMG-30,#4,15120,10584,1522.5,2175,0,,Elevator Apartments,10,M 12,"* 46,812",1,6,34,39,1911,,,40.837313,-73.94289,245,1063356,1021370032,Washington Heights South
1021440021,608 WEST 177 STREET,10033,Manhattan,Con Edison,GOVAL REALTY CORP.,PASCOL REALTY INC.,"655 CASANOVA STREET, MANHATTAN NY 10474",646 644-3436,CA137791J,0,ROCKMILLS MP 100,1,5.07,1991,16 to 20 years old,2026,ICI DEG 42 P,#4,29896,20927,3139.08,4484.4,0,,Walk-Up Apartments,10,M 12,"* 34,425",1,5,52,52,1923,,,40.846877,-73.936003,263,1063543,1021440021,Washington Heights South
1021370058,46 FORT WASHINGTON AVENUE,10032,Manhattan,Con Edison,46 FT. WASHINGTON LLC % LANGSAM PROPERTY,LANGSAM PROPERTY SERVICE CORP.,"1601 BRONXDALE AVENUE, BRONX NY 10462",718 518-8000,CB607405K,2013,FEDERAL FST-100 (NEW),1,3.3,2005,5 to 10 years old,2040,INDUSTRIAL COMBUSTION MEG 42P (NEW),#6,29674,20772,3115.875,4451.25,1,2017,Elevator Apartments,10,M 12,"* 64,074",1,6,43,44,1920,,,40.836858,-73.944372,245,1063360,1021370058,Washington Heights South
1021370065,38 FORT WASHINGTON AVENUE,10032,Manhattan,Con Edison,38 FT. WASHINGTON LLC % LANGSAM PROPERTY,LANGSAM PROPERTY SERVICE,"1601 BRONXDALE AVENUE, BRONX NY 10462",718 518-8000,CB607505Z,2013,FEDERAL FST 100 (NEW),1,3.3,2005,5 to 10 years old,2040,INDUSTRIAL COMBUSTION MEG 42P (NEW),#6,29674,20772,3115.88,4451.25,1,2017,Elevator Apartments,10,M 12,"* 53,202",1,6,43,43,1950,,,40.836707,-73.944433,245,1063361,1021370065,Washington Heights South
1021370080,3885 BROADWAY,10032,Manhattan,Con Edison,BPll -3885 BROADWAY LLC,"c/o VANTAGE MGMT SERVICE,LLC","31-10 37 AVE 3RDL , L .I. CITY NY 11101",888 867-2497,CA044487M,0,FEDERAL FST 150,1,5.3,1987,21 to 26 years old,2022,HEVE MMG 54 P,#4,49275,34493,5001.4125,7144.88,1,2017,Elevator Apartments,10,M 12,"* 71,730",1,6,64,75,1950,,,40.837406,-73.942441,245,1063363,1021370080,Washington Heights South
1021370086,610 WEST 163 STREET,10032,Manhattan,Con Edison,"BPIII 610 W.163 ST., LLC","BPIII 610 W. 163 ST., LLC","60-69 WOODHAVEN BLVD, ELMHURST NY 11373",718 639 0660,CA005586X,0,FEDERAL FST-90,1,3.72,1986,21 to 26 years old,2021,I.C.I. MMG-42P,#4,0,0,0,0,0,,Walk-Up Apartments,10,M 12,"* 47,930",1,5,54,54,1930,,,40.838026,-73.942697,245,1063364,1021370086,Washington Heights South
1021370119,100 FORT WASHINGTON AVENUE,10032,Manhattan,Con Edison,"MOSLIN, MICHAEL",100 ASSOCIATES LLC,"P.O.B. 771 WASHINGTON BRIDGE, MANHATTAN NY 10033",212 927 3400,CA001283K,0,ROCKMILLS MP100,1,4.2,1983,26 to 30 years old,2018,ICI DEG 42P,#4,35040,24528,3675,5250,1,2017,Elevator Apartments,10,M 12,"* 65,388",1,6,49,49,1930,,,40.838694,-73.943644,245,1063369,1021370119,Washington Heights South
1021790269,240 CABRINI BOULEVARD,10033,Manhattan,Con Edison,SYAL CO. L.I.C.,ROBERT P. CANDEE,"240 CABRINI BOULEVARD, MANHATTAN NY 10033",212 795-7000,CA140696Z,2015,FEDERAL FST-90,1,3.43,1996,11 to 15 years old,2031,HEVE DEF 42(P),#6,32850,22995,3449.25,4927.5,0,,Elevator Apartments,7,M 12,"* 47,674",1,6,43,43,1930,,,40.855236,-73.938229,275,1064368,1021790269,Washington Heights North
1021370145,601 WEST 164 STREET,10032,Manhattan,Con Edison,PRESBYTERIAN SYSTEMS CORP.,PRESBYTERIAN SYSTEMS CORP,"600 WEST 165 STREET, MANHATTAN NY 10032",212 568-0687,CA003684K,0,FEDERAL FST-100,1,4.2,1984,26 to 30 years old,2019,IRON FIREMAN AG06-4.2RK,#4,32850,22995,3334.275,4763.25,1,2017,Elevator Apartments,10,M 12,"* 58,104",1,6,54,59,1915,,,40.838583,-73.942036,245,1063372,1021370145,Washington Heights South
1021370152,625 WEST 164 STREET,10032,Manhattan,Con Edison,PRESBYTERIAN SYSTEMS CORP.,PRESBYTERIAN SYSTEMS CORP,"600 WEST 165TH STREET, MANHATTAN NY 10032",516-931-5454,CA022883R,0,FEDERAL FST 100,1,4.2,1983,26 to 30 years old,2018,IRON FIREMAN AGO 6-4.2 RK,#4,32850,22995,3334.275,4763.25,1,2017,Walk-Up Apartments,10,M 12,"* 54,750",1,5,60,60,1930,,,40.838704,-73.942321,245,1063374,1021370152,Washington Heights South
